,Unnamed: 0,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,sunshine_hours_per_year,year
3866,5882,15-24 years,Ireland,55985506499.0,313100.0,2111.1,male,21.72,68.0,1453.0,1992.0
3867,5883,35-54 years,Ireland,55985506499.0,416800.0,2111.1,male,19.67,82.0,1453.0,1992.0
3868,5884,75+ years,Ireland,55985506499.0,64800.0,2111.1,male,16.98,11.0,1453.0,1992.0
3869,5885,55-74 years,Ireland,55985506499.0,270500.0,2111.1,female,7.76,21.0,1453.0,1992.0
3870,5886,25-34 years,Ireland,55985506499.0,252800.0,2111.1,female,4.35,11.0,1453.0,1992.0
3871,5887,75+ years,Ireland,55985506499.0,101300.0,2111.1,female,3.95,4.0,1453.0,1992.0
3872,5888,35-54 years,Ireland,55985506499.0,410400.0,2111.1,female,3.9,16.0,1453.0,1992.0
3873,5889,15-24 years,Ireland,55985506499.0,297400.0,2111.1,female,2.02,6.0,1453.0,1992.0
3874,5890,5-14 years,Ireland,55985506499.0,339800.0,2111.1,male,0.88,3.0,1453.0,1992.0
3875,5891,5-14 years,Ireland,55985506499.0,321700.0,2111.1,female,0.0,0.0,1453.0,1992.0
3876,5892,25-34 years,Ireland,52480253169.0,247200.0,2042.0,male,23.06,57.0,1453.0,1993.0
3877,5893,55-74 years,Ireland,52480253169.0,250200.0,2042.0,male,22.38,56.0,1453.0,1993.0
3878,5894,35-54 years,Ireland,52480253169.0,426500.0,2042.0,male,19.93,85.0,1453.0,1993.0
3879,5895,15-24 years,Ireland,52480253169.0,316400.0,2042.0,male,14.22,45.0,1453.0,1993.0
3880,5896,75+ years,Ireland,52480253169.0,65100.0,2042.0,male,12.29,8.0,1453.0,1993.0
3881,5897,35-54 years,Ireland,52480253169.0,421100.0,2042.0,female,6.65,28.0,1453.0,1993.0
3882,5898,55-74 years,Ireland,52480253169.0,271400.0,2042.0,female,5.16,14.0,1453.0,1993.0
3883,5899,25-34 years,Ireland,52480253169.0,252600.0,2042.0,female,5.15,13.0,1453.0,1993.0
3884,5900,15-24 years,Ireland,52480253169.0,300100.0,2042.0,female,3.0,9.0,1453.0,1993.0
3885,5901,75+ years,Ireland,52480253169.0,102900.0,2042.0,female,2.92,3.0,1453.0,1993.0
3886,5902,5-14 years,Ireland,52480253169.0,335100.0,2042.0,male,2.39,8.0,1453.0,1993.0
3887,5903,5-14 years,Ireland,52480253169.0,317900.0,2042.0,female,0.0,0.0,1453.0,1993.0
3888,5904,25-34 years,Ireland,57166037102.0,249000.0,2143.8,male,30.92,77.0,1453.0,1994.0
3889,5905,35-54 years,Ireland,57166037102.0,436500.0,2143.8,male,22.68,99.0,1453.0,1994.0
3890,5906,15-24 years,Ireland,57166037102.0,318100.0,2143.8,male,21.69,69.0,1453.0,1994.0
3891,5907,75+ years,Ireland,57166037102.0,64700.0,2143.8,male,20.09,13.0,1453.0,1994.0
3892,5908,55-74 years,Ireland,57166037102.0,252800.0,2143.8,male,17.41,44.0,1453.0,1994.0
3893,5909,55-74 years,Ireland,57166037102.0,272800.0,2143.8,female,9.9,27.0,1453.0,1994.0
3894,5910,35-54 years,Ireland,57166037102.0,431300.0,2143.8,female,8.81,38.0,1453.0,1994.0
3895,5911,15-24 years,Ireland,57166037102.0,303000.0,2143.8,female,4.29,13.0,1453.0,1994.0
3896,5912,25-34 years,Ireland,57166037102.0,256100.0,2143.8,female,3.51,9.0,1453.0,1994.0
3897,5913,75+ years,Ireland,57166037102.0,103200.0,2143.8,female,2.91,3.0,1453.0,1994.0
3898,5914,5-14 years,Ireland,57166037102.0,328300.0,2143.8,male,0.61,2.0,1453.0,1994.0
3899,5915,5-14 years,Ireland,57166037102.0,310200.0,2143.8,female,0.0,0.0,1453.0,1994.0
3900,5916,25-34 years,Ireland,69222626263.0,253100.0,2465.4,male,26.47,67.0,1453.0,1995.0
3901,5917,35-54 years,Ireland,69222626263.0,444400.0,2465.4,male,24.98,111.0,1453.0,1995.0
3902,5918,15-24 years,Ireland,69222626263.0,319400.0,2465.4,male,23.79,76.0,1453.0,1995.0
3903,5919,75+ years,Ireland,69222626263.0,66000.0,2465.4,male,21.21,14.0,1453.0,1995.0
3904,5920,55-74 years,Ireland,69222626263.0,254200.0,2465.4,male,18.88,48.0,1453.0,1995.0
3905,5921,25-34 years,Ireland,69222626263.0,259200.0,2465.4,female,7.72,20.0,1453.0,1995.0
3906,5922,35-54 years,Ireland,69222626263.0,441600.0,2465.4,female,7.7,34.0,1453.0,1995.0
3907,5923,55-74 years,Ireland,69222626263.0,273900.0,2465.4,female,4.75,13.0,1453.0,1995.0
3908,5924,15-24 years,Ireland,69222626263.0,306300.0,2465.4,female,3.59,11.0,1453.0,1995.0
3909,5925,75+ years,Ireland,69222626263.0,105500.0,2465.4,female,2.84,3.0,1453.0,1995.0
3910,5926,5-14 years,Ireland,69222626263.0,319700.0,2465.4,male,1.25,4.0,1453.0,1995.0
3911,5927,5-14 years,Ireland,69222626263.0,302600.0,2465.4,female,0.66,2.0,1453.0,1995.0
3912,5928,25-34 years,Ireland,75880632560.0,257100.0,2483.6,male,34.62,89.0,1453.0,1996.0
3913,5929,15-24 years,Ireland,75880632560.0,323100.0,2483.6,male,25.38,82.0,1453.0,1996.0
3914,5930,35-54 years,Ireland,75880632560.0,454800.0,2483.6,male,24.41,111.0,1453.0,1996.0
3915,5931,75+ years,Ireland,75880632560.0,66900.0,2483.6,male,22.42,15.0,1453.0,1996.0
3916,5932,55-74 years,Ireland,75880632560.0,256900.0,2483.6,male,17.13,44.0,1453.0,1996.0
3917,5933,25-34 years,Ireland,75880632560.0,262900.0,2483.6,female,5.71,15.0,1453.0,1996.0
3918,5934,35-54 years,Ireland,75880632560.0,453300.0,2483.6,female,5.29,24.0,1453.0,1996.0
3919,5935,15-24 years,Ireland,75880632560.0,309800.0,2483.6,female,4.52,14.0,1453.0,1996.0
3920,5936,55-74 years,Ireland,75880632560.0,274300.0,2483.6,female,2.92,8.0,1453.0,1996.0
3921,5937,75+ years,Ireland,75880632560.0,107700.0,2483.6,female,1.86,2.0,1453.0,1996.0
3922,5938,5-14 years,Ireland,75880632560.0,312700.0,2483.6,male,1.28,4.0,1453.0,1996.0
3923,5939,5-14 years,Ireland,75880632560.0,296300.0,2483.6,female,0.0,0.0,1453.0,1996.0
3924,5940,15-24 years,Ireland,82826146132.0,327450.0,2392.3,male,32.07,105.0,1453.0,1997.0
3925,5941,25-34 years,Ireland,82826146132.0,261887.0,2392.3,male,30.55,80.0,1453.0,1997.0
3926,5942,35-54 years,Ireland,82826146132.0,467626.0,2392.3,male,26.94,126.0,1453.0,1997.0
3927,5943,55-74 years,Ireland,82826146132.0,260486.0,2392.3,male,18.81,49.0,1453.0,1997.0
3928,5944,75+ years,Ireland,82826146132.0,67496.0,2392.3,male,17.78,12.0,1453.0,1997.0
3929,5945,55-74 years,Ireland,82826146132.0,276097.0,2392.3,female,8.33,23.0,1453.0,1997.0
3930,5946,35-54 years,Ireland,82826146132.0,466997.0,2392.3,female,7.07,33.0,1453.0,1997.0
3931,5947,15-24 years,Ireland,82826146132.0,313447.0,2392.3,female,6.06,19.0,1453.0,1997.0
3932,5948,25-34 years,Ireland,82826146132.0,267638.0,2392.3,female,4.48,12.0,1453.0,1997.0
3933,5949,75+ years,Ireland,82826146132.0,109207.0,2392.3,female,2.75,3.0,1453.0,1997.0
3934,5950,5-14 years,Ireland,82826146132.0,305770.0,2392.3,male,1.31,4.0,1453.0,1997.0
3935,5951,5-14 years,Ireland,82826146132.0,290184.0,2392.3,female,0.0,0.0,1453.0,1997.0
3936,5952,25-34 years,Ireland,90082034316.0,268458.0,2606.2,male,39.48,106.0,1453.0,1998.0
3937,5953,15-24 years,Ireland,90082034316.0,328079.0,2606.2,male,34.14,112.0,1453.0,1998.0
3938,5954,35-54 years,Ireland,90082034316.0,479431.0,2606.2,male,29.2,140.0,1453.0,1998.0
3939,5955,55-74 years,Ireland,90082034316.0,264994.0,2606.2,male,20.76,55.0,1453.0,1998.0
3940,5956,75+ years,Ireland,90082034316.0,68586.0,2606.2,male,16.04,11.0,1453.0,1998.0
3941,5957,35-54 years,Ireland,90082034316.0,479738.0,2606.2,female,7.09,34.0,1453.0,1998.0
3942,5958,55-74 years,Ireland,90082034316.0,279666.0,2606.2,female,4.29,12.0,1453.0,1998.0
3943,5959,15-24 years,Ireland,90082034316.0,314723.0,2606.2,female,4.13,13.0,1453.0,1998.0
3944,5960,25-34 years,Ireland,90082034316.0,271872.0,2606.2,female,3.68,10.0,1453.0,1998.0
3945,5961,75+ years,Ireland,90082034316.0,111741.0,2606.2,female,2.68,3.0,1453.0,1998.0
3946,5962,5-14 years,Ireland,90082034316.0,283607.0,2606.2,female,0.35,1.0,1453.0,1998.0
3947,5963,5-14 years,Ireland,90082034316.0,298520.0,2606.2,male,0.33,1.0,1453.0,1998.0
3948,5964,25-34 years,Ireland,98691849563.0,274372.0,2602.7,male,29.89,82.0,1453.0,1999.0
3949,5965,15-24 years,Ireland,98691849563.0,327454.0,2602.7,male,26.26,86.0,1453.0,1999.0
3950,5966,55-74 years,Ireland,98691849563.0,270407.0,2602.7,male,21.45,58.0,1453.0,1999.0
3951,5967,35-54 years,Ireland,98691849563.0,490716.0,2602.7,male,21.19,104.0,1453.0,1999.0
3952,5968,75+ years,Ireland,98691849563.0,68952.0,2602.7,male,14.5,10.0,1453.0,1999.0
3953,5969,55-74 years,Ireland,98691849563.0,283198.0,2602.7,female,6.36,18.0,1453.0,1999.0
3954,5970,25-34 years,Ireland,98691849563.0,277242.0,2602.7,female,5.41,15.0,1453.0,1999.0
3955,5971,15-24 years,Ireland,98691849563.0,315004.0,2602.7,female,5.4,17.0,1453.0,1999.0
3956,5972,35-54 years,Ireland,98691849563.0,490684.0,2602.7,female,5.3,26.0,1453.0,1999.0
3957,5973,75+ years,Ireland,98691849563.0,113032.0,2602.7,female,4.42,5.0,1453.0,1999.0
3958,5974,5-14 years,Ireland,98691849563.0,292740.0,2602.7,male,0.68,2.0,1453.0,1999.0
3959,5975,5-14 years,Ireland,98691849563.0,278070.0,2602.7,female,0.36,1.0,1453.0,1999.0
3960,5976,25-34 years,Ireland,99853528653.0,283528.0,2412.9,male,34.92,99.0,1453.0,2000.0
3961,5977,35-54 years,Ireland,99853528653.0,501834.0,2412.9,male,27.5,138.0,1453.0,2000.0
3962,5978,15-24 years,Ireland,99853528653.0,326264.0,2412.9,male,26.05,85.0,1453.0,2000.0
3963,5979,55-74 years,Ireland,99853528653.0,276475.0,2412.9,male,18.45,51.0,1453.0,2000.0
3964,5980,75+ years,Ireland,99853528653.0,69695.0,2412.9,male,10.04,7.0,1453.0,2000.0
3965,5981,35-54 years,Ireland,99853528653.0,502942.0,2412.9,female,7.36,37.0,1453.0,2000.0
3966,5982,15-24 years,Ireland,99853528653.0,314968.0,2412.9,female,6.67,21.0,1453.0,2000.0
3967,5983,75+ years,Ireland,99853528653.0,114383.0,2412.9,female,4.37,5.0,1453.0,2000.0
3968,5984,55-74 years,Ireland,99853528653.0,288075.0,2412.9,female,3.47,10.0,1453.0,2000.0
3969,5985,25-34 years,Ireland,99853528653.0,283371.0,2412.9,female,3.18,9.0,1453.0,2000.0
3970,5986,5-14 years,Ireland,99853528653.0,287937.0,2412.9,male,0.35,1.0,1453.0,2000.0
3971,5987,5-14 years,Ireland,99853528653.0,273904.0,2412.9,female,0.0,0.0,1453.0,2000.0
3972,5988,25-34 years,Ireland,109000000000.0,295410.0,2515.2,male,35.21,104.0,1453.0,2001.0
3973,5989,15-24 years,Ireland,109000000000.0,324752.0,2515.2,male,27.41,89.0,1453.0,2001.0
3974,5990,35-54 years,Ireland,109000000000.0,512042.0,2515.2,male,27.15,139.0,1453.0,2001.0
3975,5991,55-74 years,Ireland,109000000000.0,285022.0,2515.2,male,23.16,66.0,1453.0,2001.0
3976,5992,75+ years,Ireland,109000000000.0,70956.0,2515.2,male,12.68,9.0,1453.0,2001.0
3977,5993,35-54 years,Ireland,109000000000.0,512762.0,2515.2,female,6.63,34.0,1453.0,2001.0
3978,5994,55-74 years,Ireland,109000000000.0,295191.0,2515.2,female,6.1,18.0,1453.0,2001.0
3979,5995,15-24 years,Ireland,109000000000.0,313247.0,2515.2,female,4.47,14.0,1453.0,2001.0
3980,5996,25-34 years,Ireland,109000000000.0,294059.0,2515.2,female,3.74,11.0,1453.0,2001.0
3981,5997,75+ years,Ireland,109000000000.0,116212.0,2515.2,female,1.72,2.0,1453.0,2001.0
3982,5998,5-14 years,Ireland,109000000000.0,284509.0,2515.2,male,0.7,2.0,1453.0,2001.0
3983,5999,5-14 years,Ireland,109000000000.0,269812.0,2515.2,female,0.0,0.0,1453.0,2001.0
3984,6000,25-34 years,Ireland,128000000000.0,308477.0,2798.9,male,32.42,100.0,1453.0,2002.0
3985,6001,15-24 years,Ireland,128000000000.0,325705.0,2798.9,male,27.33,89.0,1453.0,2002.0
3986,6002,55-74 years,Ireland,128000000000.0,294395.0,2798.9,male,21.06,62.0,1453.0,2002.0
3987,6003,35-54 years,Ireland,128000000000.0,521397.0,2798.9,male,20.91,109.0,1453.0,2002.0
3988,6004,75+ years,Ireland,128000000000.0,72146.0,2798.9,male,9.7,7.0,1453.0,2002.0
3989,6005,25-34 years,Ireland,128000000000.0,308892.0,2798.9,female,6.15,19.0,1453.0,2002.0
3990,6006,35-54 years,Ireland,128000000000.0,521940.0,2798.9,female,5.56,29.0,1453.0,2002.0
3991,6007,55-74 years,Ireland,128000000000.0,302754.0,2798.9,female,4.62,14.0,1453.0,2002.0
3992,6008,15-24 years,Ireland,128000000000.0,315817.0,2798.9,female,4.43,14.0,1453.0,2002.0
3993,6009,75+ years,Ireland,128000000000.0,118252.0,2798.9,female,2.54,3.0,1453.0,2002.0
3994,6010,5-14 years,Ireland,128000000000.0,267794.0,2798.9,female,0.75,2.0,1453.0,2002.0
3995,6011,5-14 years,Ireland,128000000000.0,282004.0,2798.9,male,0.35,1.0,1453.0,2002.0
3996,6012,15-24 years,Ireland,164000000000.0,325589.0,3583.9,male,28.56,93.0,1453.0,2003.0
3997,6013,35-54 years,Ireland,164000000000.0,529155.0,3583.9,male,25.51,135.0,1453.0,2003.0
3998,6014,25-34 years,Ireland,164000000000.0,316763.0,3583.9,male,19.26,61.0,1453.0,2003.0
3999,6015,55-74 years,Ireland,164000000000.0,304682.0,3583.9,male,18.71,57.0,1453.0,2003.0
4000,6016,75+ years,Ireland,164000000000.0,73562.0,3583.9,male,13.59,10.0,1453.0,2003.0
4001,6017,35-54 years,Ireland,164000000000.0,530989.0,3583.9,female,6.97,37.0,1453.0,2003.0
4002,6018,55-74 years,Ireland,164000000000.0,311239.0,3583.9,female,6.75,21.0,1453.0,2003.0
4003,6019,25-34 years,Ireland,164000000000.0,315513.0,3583.9,female,5.07,16.0,1453.0,2003.0
4004,6020,15-24 years,Ireland,164000000000.0,317275.0,3583.9,female,4.73,15.0,1453.0,2003.0
4005,6021,75+ years,Ireland,164000000000.0,120328.0,3583.9,female,4.16,5.0,1453.0,2003.0
4006,6022,5-14 years,Ireland,164000000000.0,267103.0,3583.9,female,0.75,2.0,1453.0,2003.0
4007,6023,5-14 years,Ireland,164000000000.0,281881.0,3583.9,male,0.71,2.0,1453.0,2003.0
4008,6024,35-54 years,Ireland,194000000000.0,539660.0,4139.5,male,28.17,152.0,1453.0,2004.0
4009,6025,15-24 years,Ireland,194000000000.0,324349.0,4139.5,male,26.51,86.0,1453.0,2004.0
4010,6026,25-34 years,Ireland,194000000000.0,325356.0,4139.5,male,25.82,84.0,1453.0,2004.0
4011,6027,55-74 years,Ireland,194000000000.0,313994.0,4139.5,male,19.11,60.0,1453.0,2004.0
4012,6028,75+ years,Ireland,194000000000.0,75345.0,4139.5,male,9.29,7.0,1453.0,2004.0
4013,6029,35-54 years,Ireland,194000000000.0,539721.0,4139.5,female,5.74,31.0,1453.0,2004.0
4014,6030,55-74 years,Ireland,194000000000.0,319814.0,4139.5,female,5.63,18.0,1453.0,2004.0
4015,6031,25-34 years,Ireland,194000000000.0,324860.0,4139.5,female,4.62,15.0,1453.0,2004.0
4016,6032,15-24 years,Ireland,194000000000.0,315174.0,4139.5,female,2.54,8.0,1453.0,2004.0
4017,6033,75+ years,Ireland,194000000000.0,122315.0,4139.5,female,1.64,2.0,1453.0,2004.0
4018,6034,5-14 years,Ireland,194000000000.0,283674.0,4139.5,male,0.35,1.0,1453.0,2004.0
4019,6035,5-14 years,Ireland,194000000000.0,268417.0,4139.5,female,0.0,0.0,1453.0,2004.0
4020,6036,25-34 years,Ireland,212000000000.0,344139.0,4379.2,male,24.99,86.0,1453.0,2005.0
4021,6037,15-24 years,Ireland,212000000000.0,322805.0,4379.2,male,24.78,80.0,1453.0,2005.0
4022,6038,35-54 years,Ireland,212000000000.0,552960.0,4379.2,male,24.23,134.0,1453.0,2005.0
4023,6039,55-74 years,Ireland,212000000000.0,323255.0,4379.2,male,18.25,59.0,1453.0,2005.0
4024,6040,25-34 years,Ireland,212000000000.0,337499.0,4379.2,female,6.22,21.0,1453.0,2005.0
4025,6041,15-24 years,Ireland,212000000000.0,314542.0,4379.2,female,5.72,18.0,1453.0,2005.0
4026,6042,55-74 years,Ireland,212000000000.0,329510.0,4379.2,female,5.16,17.0,1453.0,2005.0
4027,6043,35-54 years,Ireland,212000000000.0,550357.0,4379.2,female,4.91,27.0,1453.0,2005.0
4028,6044,75+ years,Ireland,212000000000.0,124661.0,4379.2,female,3.21,4.0,1453.0,2005.0
4029,6045,75+ years,Ireland,212000000000.0,77704.0,4379.2,male,2.57,2.0,1453.0,2005.0
4030,6046,5-14 years,Ireland,212000000000.0,285659.0,4379.2,male,0.7,2.0,1453.0,2005.0
4031,6047,5-14 years,Ireland,212000000000.0,270266.0,4379.2,female,0.37,1.0,1453.0,2005.0
4032,6048,15-24 years,Ireland,232000000000.0,321007.0,4592.6,male,27.1,87.0,1453.0,2006.0
4033,6049,25-34 years,Ireland,232000000000.0,366739.0,4592.6,male,23.45,86.0,1453.0,2006.0
4034,6050,35-54 years,Ireland,232000000000.0,577782.0,4592.6,male,21.63,125.0,1453.0,2006.0
4035,6051,55-74 years,Ireland,232000000000.0,332939.0,4592.6,male,18.32,61.0,1453.0,2006.0
4036,6052,75+ years,Ireland,232000000000.0,79660.0,4592.6,male,13.81,11.0,1453.0,2006.0
4037,6053,55-74 years,Ireland,232000000000.0,336664.0,4592.6,female,5.35,18.0,1453.0,2006.0
4038,6054,35-54 years,Ireland,232000000000.0,567465.0,4592.6,female,5.29,30.0,1453.0,2006.0
4039,6055,15-24 years,Ireland,232000000000.0,311725.0,4592.6,female,5.13,16.0,1453.0,2006.0
4040,6056,25-34 years,Ireland,232000000000.0,355700.0,4592.6,female,3.37,12.0,1453.0,2006.0
4041,6057,75+ years,Ireland,232000000000.0,125700.0,4592.6,female,1.59,2.0,1453.0,2006.0
4042,6058,5-14 years,Ireland,232000000000.0,273709.0,4592.6,female,0.73,2.0,1453.0,2006.0
4043,6059,5-14 years,Ireland,232000000000.0,288488.0,4592.6,male,0.69,2.0,1453.0,2006.0
4044,6060,15-24 years,Ireland,270000000000.0,320350.0,5299.0,male,23.72,76.0,1453.0,2007.0
4045,6061,25-34 years,Ireland,270000000000.0,387302.0,5299.0,male,23.5,91.0,1453.0,2007.0
4046,6062,35-54 years,Ireland,270000000000.0,590396.0,5299.0,male,20.16,119.0,1453.0,2007.0
4047,6063,55-74 years,Ireland,270000000000.0,338808.0,5299.0,male,18.0,61.0,1453.0,2007.0
4048,6064,75+ years,Ireland,270000000000.0,81128.0,5299.0,male,9.86,8.0,1453.0,2007.0
4049,6065,35-54 years,Ireland,270000000000.0,579555.0,5299.0,female,7.76,45.0,1453.0,2007.0
4050,6066,25-34 years,Ireland,270000000000.0,375744.0,5299.0,female,5.06,19.0,1453.0,2007.0
4051,6067,15-24 years,Ireland,270000000000.0,313405.0,5299.0,female,4.79,15.0,1453.0,2007.0
4052,6068,55-74 years,Ireland,270000000000.0,341816.0,5299.0,female,3.8,13.0,1453.0,2007.0
4053,6069,5-14 years,Ireland,270000000000.0,292637.0,5299.0,male,2.39,7.0,1453.0,2007.0
4054,6070,75+ years,Ireland,270000000000.0,126722.0,5299.0,female,2.37,3.0,1453.0,2007.0
4055,6071,5-14 years,Ireland,270000000000.0,278844.0,5299.0,female,0.36,1.0,1453.0,2007.0
4056,6072,25-34 years,Ireland,275000000000.0,394740.0,5938.1,male,25.33,100.0,1453.0,2008.0
4057,6073,35-54 years,Ireland,275000000000.0,602168.0,5938.1,male,23.58,142.0,1453.0,2008.0
4058,6074,15-24 years,Ireland,275000000000.0,310260.0,5938.1,male,22.24,69.0,1453.0,2008.0
4059,6075,55-74 years,Ireland,275000000000.0,348515.0,5938.1,male,18.94,66.0,1453.0,2008.0
4060,6076,15-24 years,Ireland,275000000000.0,307663.0,5938.1,female,8.13,25.0,1453.0,2008.0
4061,6077,35-54 years,Ireland,275000000000.0,593336.0,5938.1,female,7.75,46.0,1453.0,2008.0
4062,6078,55-74 years,Ireland,275000000000.0,352281.0,5938.1,female,7.66,27.0,1453.0,2008.0
4063,6079,75+ years,Ireland,275000000000.0,83406.0,5938.1,male,7.19,6.0,1453.0,2008.0
4064,6080,25-34 years,Ireland,275000000000.0,388880.0,5938.1,female,4.63,18.0,1453.0,2008.0
4065,6081,75+ years,Ireland,275000000000.0,128630.0,5938.1,female,3.11,4.0,1453.0,2008.0
4066,6082,5-14 years,Ireland,275000000000.0,298953.0,5938.1,male,1.0,3.0,1453.0,2008.0
4067,6083,5-14 years,Ireland,275000000000.0,285360.0,5938.1,female,0.0,0.0,1453.0,2008.0
4068,6216,75+ years,Israel,58986997917.0,80000.0,1140.3,male,36.25,29.0,3311.0,1990.0
4069,6217,55-74 years,Israel,58986997917.0,256800.0,1140.3,male,20.25,52.0,3311.0,1990.0
4070,6218,25-34 years,Israel,58986997917.0,336200.0,1140.3,male,14.28,48.0,3311.0,1990.0
4071,6219,35-54 years,Israel,58986997917.0,481600.0,1140.3,male,12.67,61.0,3311.0,1990.0
4072,6220,75+ years,Israel,58986997917.0,98300.0,1140.3,female,12.21,12.0,3311.0,1990.0
4073,6221,55-74 years,Israel,58986997917.0,303300.0,1140.3,female,7.58,23.0,3311.0,1990.0
4074,6222,15-24 years,Israel,58986997917.0,418200.0,1140.3,male,6.7,28.0,3311.0,1990.0
4075,6223,35-54 years,Israel,58986997917.0,495800.0,1140.3,female,4.44,22.0,3311.0,1990.0
4076,6224,25-34 years,Israel,58986997917.0,332700.0,1140.3,female,4.21,14.0,3311.0,1990.0
4077,6225,15-24 years,Israel,58986997917.0,399100.0,1140.3,female,3.26,13.0,3311.0,1990.0
4078,6226,5-14 years,Israel,58986997917.0,490200.0,1140.3,male,0.41,2.0,3311.0,1990.0
4079,6227,5-14 years,Israel,58986997917.0,463900.0,1140.3,female,0.0,0.0,3311.0,1990.0
4080,6228,75+ years,Israel,67530220219.0,83600.0,1165.4,male,41.87,35.0,3311.0,1991.0
4081,6229,55-74 years,Israel,67530220219.0,275600.0,1165.4,male,21.77,60.0,3311.0,1991.0
4082,6230,75+ years,Israel,67530220219.0,105900.0,1165.4,female,18.89,20.0,3311.0,1991.0
4083,6231,35-54 years,Israel,67530220219.0,521300.0,1165.4,male,14.2,74.0,3311.0,1991.0
4084,6232,25-34 years,Israel,67530220219.0,355600.0,1165.4,male,11.53,41.0,3311.0,1991.0
4085,6233,15-24 years,Israel,67530220219.0,443300.0,1165.4,male,11.05,49.0,3311.0,1991.0
4086,6234,55-74 years,Israel,67530220219.0,328400.0,1165.4,female,9.74,32.0,3311.0,1991.0
4087,6235,35-54 years,Israel,67530220219.0,538000.0,1165.4,female,5.02,27.0,3311.0,1991.0
4088,6236,25-34 years,Israel,67530220219.0,351700.0,1165.4,female,2.56,9.0,3311.0,1991.0
4089,6237,15-24 years,Israel,67530220219.0,425100.0,1165.4,female,2.12,9.0,3311.0,1991.0
4090,6238,5-14 years,Israel,67530220219.0,511100.0,1165.4,male,0.59,3.0,3311.0,1991.0
4091,6239,5-14 years,Israel,67530220219.0,483600.0,1165.4,female,0.0,0.0,3311.0,1991.0
4092,6240,75+ years,Israel,75575902932.0,84400.0,1222.0,male,31.99,27.0,3311.0,1992.0
4093,6241,55-74 years,Israel,75575902932.0,288500.0,1222.0,male,26.69,77.0,3311.0,1992.0
4094,6242,35-54 years,Israel,75575902932.0,546900.0,1222.0,male,13.53,74.0,3311.0,1992.0
4095,6243,75+ years,Israel,75575902932.0,109700.0,1222.0,female,12.76,14.0,3311.0,1992.0
4096,6244,15-24 years,Israel,75575902932.0,462200.0,1222.0,male,11.68,54.0,3311.0,1992.0
4097,6245,25-34 years,Israel,75575902932.0,365400.0,1222.0,male,11.49,42.0,3311.0,1992.0
4098,6246,55-74 years,Israel,75575902932.0,345800.0,1222.0,female,10.41,36.0,3311.0,1992.0
4099,6247,25-34 years,Israel,75575902932.0,361000.0,1222.0,female,4.71,17.0,3311.0,1992.0
4100,6248,35-54 years,Israel,75575902932.0,565600.0,1222.0,female,4.24,24.0,3311.0,1992.0
4101,6249,15-24 years,Israel,75575902932.0,443600.0,1222.0,female,2.48,11.0,3311.0,1992.0
4102,6250,5-14 years,Israel,75575902932.0,521600.0,1222.0,male,0.77,4.0,3311.0,1992.0
4103,6251,5-14 years,Israel,75575902932.0,494200.0,1222.0,female,0.2,1.0,3311.0,1992.0
4104,6252,75+ years,Israel,75954641355.0,84700.0,1184.8,male,44.86,38.0,3311.0,1993.0
4105,6253,55-74 years,Israel,75954641355.0,298600.0,1184.8,male,21.43,64.0,3311.0,1993.0
4106,6254,75+ years,Israel,75954641355.0,112500.0,1184.8,female,16.0,18.0,3311.0,1993.0
4107,6255,25-34 years,Israel,75954641355.0,372900.0,1184.8,male,12.6,47.0,3311.0,1993.0
4108,6256,35-54 years,Israel,75954641355.0,566800.0,1184.8,male,12.17,69.0,3311.0,1993.0
4109,6257,15-24 years,Israel,75954641355.0,476800.0,1184.8,male,11.33,54.0,3311.0,1993.0
4110,6258,55-74 years,Israel,75954641355.0,358900.0,1184.8,female,8.64,31.0,3311.0,1993.0
4111,6259,35-54 years,Israel,75954641355.0,586700.0,1184.8,female,4.94,29.0,3311.0,1993.0
4112,6260,25-34 years,Israel,75954641355.0,368000.0,1184.8,female,3.53,13.0,3311.0,1993.0
4113,6261,15-24 years,Israel,75954641355.0,457700.0,1184.8,female,1.53,7.0,3311.0,1993.0
4114,6262,5-14 years,Israel,75954641355.0,503000.0,1184.8,female,0.2,1.0,3311.0,1993.0
4115,6263,5-14 years,Israel,75954641355.0,530400.0,1184.8,male,0.0,0.0,3311.0,1993.0
4116,6264,75+ years,Israel,86307135997.0,86000.0,1283.3,male,45.35,39.0,3311.0,1994.0
4117,6265,75+ years,Israel,86307135997.0,116500.0,1283.3,female,24.89,29.0,3311.0,1994.0
4118,6266,55-74 years,Israel,86307135997.0,307700.0,1283.3,male,18.2,56.0,3311.0,1994.0
4119,6267,35-54 years,Israel,86307135997.0,586200.0,1283.3,male,16.55,97.0,3311.0,1994.0
4120,6268,25-34 years,Israel,86307135997.0,382000.0,1283.3,male,13.61,52.0,3311.0,1994.0
4121,6269,15-24 years,Israel,86307135997.0,489500.0,1283.3,male,11.64,57.0,3311.0,1994.0
4122,6270,55-74 years,Israel,86307135997.0,370200.0,1283.3,female,8.64,32.0,3311.0,1994.0
4123,6271,25-34 years,Israel,86307135997.0,376500.0,1283.3,female,4.25,16.0,3311.0,1994.0
4124,6272,35-54 years,Israel,86307135997.0,608200.0,1283.3,female,4.11,25.0,3311.0,1994.0
4125,6273,15-24 years,Israel,86307135997.0,469900.0,1283.3,female,1.7,8.0,3311.0,1994.0
